workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
18,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",8
18,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",9
18,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",10
18,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",11
18,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",12
18,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",13
18,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",14
18,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",15
19,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.51,1,"""cover_stories""",3
19,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.48,1,"""cover_stories""",4
19,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.47,0.99,"""cover_stories""",5
19,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.45,1,"""cover_stories""",6
19,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",8
19,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.41,"""priors""",9
19,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",10
19,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",11
19,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",12
19,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",13
19,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.16,"""priors""",14
19,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",15
20,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.49,1,"""cover_stories""",3
20,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.44,1,"""cover_stories""",4
20,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.49,1,"""cover_stories""",5
20,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.55,1,"""cover_stories""",6
20,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",8
20,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9
20,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",10
20,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",11
20,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",12
20,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",13
20,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",14
20,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",15
21,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.49,0.48,"""cover_stories""",3
21,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.48,0.48,"""cover_stories""",4
21,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.56,0.55,"""cover_stories""",5
21,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0,0.52,"""cover_stories""",6
21,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",8
21,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.18,"""priors""",9
21,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",10
21,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",11
21,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.05,"""priors""",12
21,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.19,"""priors""",13
21,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",14
21,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",15
22,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.52,0.54,"""cover_stories""",3
22,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.44,0.72,"""cover_stories""",4
22,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.49,0.74,"""cover_stories""",5
22,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""female/male""","""who""",0.49,0.68,"""cover_stories""",6
22,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",8
22,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",9
22,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",10
22,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",11
22,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",12
22,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",13
22,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",14
22,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.43,"""priors""",15
23,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.49,0.83,"""cover_stories""",3
23,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.28,0.82,"""cover_stories""",4
23,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.51,0.87,"""cover_stories""",5
23,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0.48,0.8,"""cover_stories""",6
23,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",8
23,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.33,"""priors""",9
23,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",10
23,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",11
23,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",12
23,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.33,"""priors""",13
23,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",14
23,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.31,"""priors""",15
24,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""are""",0.14,0.78,"""cover_stories""",3
24,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.44,0.82,"""cover_stories""",4
24,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.47,0.89,"""cover_stories""",5
24,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.38,0.84,"""cover_stories""",6
24,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
24,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.19,"""priors""",9
24,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",10
24,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",11
24,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",12
24,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",13
24,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",14
24,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",15
25,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.76,0.74,"""cover_stories""",3
25,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.48,0.71,"""cover_stories""",4
25,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.72,0.74,"""cover_stories""",5
25,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.64,0.72,"""cover_stories""",6
25,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",8
25,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",9
25,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",10
25,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",11
25,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",12
25,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",13
25,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",14
25,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",15
26,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.2,0.25,"""cover_stories""",3
26,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.49,0.77,"""cover_stories""",4
26,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.49,0.92,"""cover_stories""",5
26,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.47,0.88,"""cover_stories""",6
26,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
26,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.2,"""priors""",9
26,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.15,"""priors""",10
26,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",11
26,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",12
26,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",13
26,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.14,"""priors""",14
26,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",15
27,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",1,1,"""cover_stories""",3
27,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.5,0.49,"""cover_stories""",4
27,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.49,0.55,"""cover_stories""",5
27,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""who""",0.52,0.51,"""cover_stories""",6
27,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",8
27,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",9
27,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",10
27,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",11
27,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",12
27,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",13
27,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",14
27,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",15
28,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.02,0.97,"""cover_stories""",3
28,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0.51,0.97,"""cover_stories""",4
28,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0.54,0.98,"""cover_stories""",5
28,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.53,0.97,"""cover_stories""",6
28,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",8
28,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.89,"""priors""",9
28,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.89,"""priors""",10
28,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.05,"""priors""",11
28,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",12
28,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",13
28,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.89,"""priors""",14
28,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.95,"""priors""",15
29,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.46,0.86,"""cover_stories""",3
29,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.47,0.8,"""cover_stories""",4
29,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.5,0.82,"""cover_stories""",5
29,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.52,0.81,"""cover_stories""",6
29,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
29,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",9
29,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",10
29,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",11
29,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",12
29,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",13
29,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",14
29,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",15
30,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.51,0.69,"""cover_stories""",3
30,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0.27,0.77,"""cover_stories""",4
30,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.47,0.75,"""cover_stories""",5
30,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""female/male""","""who""",0.28,0.78,"""cover_stories""",6
30,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",8
30,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",9
30,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",10
30,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",11
30,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",12
30,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",13
30,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",14
30,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",15
31,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.52,0.62,"""cover_stories""",3
31,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.47,0.65,"""cover_stories""",4
31,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.52,0.67,"""cover_stories""",5
31,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.55,0.64,"""cover_stories""",6
31,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",8
31,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",9
31,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",10
31,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",11
31,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.18,"""priors""",12
31,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",13
31,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",14
31,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
32,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""male/female""","""who""",0,1,"""cover_stories""",3
32,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0,1,"""cover_stories""",4
32,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0,1,"""cover_stories""",5
32,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0,1,"""cover_stories""",6
32,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0,"""priors""",8
32,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",9
32,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",10
32,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",11
32,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",12
32,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",13
